,poets,count,percentage,birth_year,death_year,period
1532,净显,1,0.002328342918345014,-1,-1,唐
1533,恒超,1,0.002328342918345014,877,949,晚唐
1534,怀濬,1,0.002328342918345014,-1,-1,唐
1535,大愚,1,0.002328342918345014,-1,-1,唐
1536,泠然,1,0.002328342918345014,-1,-1,唐
1537,解叔禄,1,0.002328342918345014,-1,-1,唐
1538,太白山神,1,0.002328342918345014,-1,-1,唐
1539,慕容垂,1,0.002328342918345014,-1,-1,唐
1540,瀵水神,1,0.002328342918345014,-1,-1,唐
1541,殷穆,1,0.002328342918345014,-1,-1,唐
1542,广利王女,1,0.002328342918345014,-1,-1,唐
1543,云表,1,0.002328342918345014,-1,-1,唐
1544,张殷衡,1,0.002328342918345014,-1,-1,唐
1545,黄陵美人,1,0.002328342918345014,-1,-1,唐
1546,吴兴神女,1,0.002328342918345014,-1,-1,唐
1547,知业,1,0.002328342918345014,-1,-1,唐
1548,云容,1,0.002328342918345014,-1,-1,唐
1549,成都醉道士,1,0.002328342918345014,-1,-1,唐
1550,萼岭书生,1,0.002328342918345014,-1,-1,唐
1551,虞构,1,0.002328342918345014,-1,-1,唐
1552,吴子来,1,0.002328342918345014,-1,-1,唐
1553,段穀,1,0.002328342918345014,-1,-1,唐
1554,范尧佐,1,0.002328342918345014,-1,-1,唐
1555,李升,1,0.002328342918345014,-1,-1,唐
1556,赵自然,1,0.002328342918345014,-1,-1,唐
1557,轩辕弥明,1,0.002328342918345014,-1,-1,唐
1558,李浩,1,0.002328342918345014,-1,-1,唐
1559,裴翛然,1,0.002328342918345014,-1,-1,唐
1560,司马退之,1,0.002328342918345014,-1,-1,唐
1561,张氲,1,0.002328342918345014,-1,-1,唐
1562,徐钓者,1,0.002328342918345014,-1,-1,唐
1563,司马承祯,1,0.002328342918345014,647,735,初唐
1564,蓝采和,1,0.002328342918345014,-1,-1,唐
1565,文鉴,1,0.002328342918345014,-1,-1,唐
1566,张云容,1,0.002328342918345014,-1,-1,唐
1567,崔少玄,1,0.002328342918345014,-1,-1,唐
1568,李伯良,1,0.002328342918345014,-1,-1,唐
1569,虞有贤,1,0.002328342918345014,-1,-1,唐
1570,崔幢,1,0.002328342918345014,-1,-1,唐
1571,鱼又玄,1,0.002328342918345014,-1,-1,唐
1572,李遐周,1,0.002328342918345014,-1,-1,唐
1573,赵惠宗,1,0.002328342918345014,-1,-1,唐
1574,栾清,1,0.002328342918345014,-1,-1,唐
1575,张果,1,0.002328342918345014,-1,-1,唐
1576,金云卿,1,0.002328342918345014,-1,-1,唐
1577,叶法善,1,0.002328342918345014,616,720,初唐
1578,孙思邈,1,0.002328342918345014,581,682,初唐
1579,彭晓,1,0.002328342918345014,-1,-1,唐
1580,李淮,1,0.002328342918345014,-1,-1,唐
1581,侯道华,1,0.002328342918345014,-1,-1,唐
1582,裴航,1,0.002328342918345014,-1,-1,唐
1583,樊夫人,1,0.002328342918345014,-1,-1,唐
1584,杨郁伯,1,0.002328342918345014,-1,-1,唐
1585,陆禹臣,1,0.002328342918345014,-1,-1,唐
1586,李真,1,0.002328342918345014,-1,-1,唐
1587,吴涵虚,1,0.002328342918345014,-1,-1,唐
1588,若水,1,0.002328342918345014,-1,-1,唐
1589,沧浩,1,0.002328342918345014,-1,-1,唐
1590,常雅,1,0.002328342918345014,-1,-1,唐
1591,灵准,1,0.002328342918345014,-1,-1,唐
1592,春台仙,1,0.002328342918345014,-1,-1,唐
1593,嵩岳诸仙,1,0.002328342918345014,-1,-1,唐
1594,希道,1,0.002328342918345014,-1,-1,唐
1595,智远,1,0.002328342918345014,-1,-1,唐
1596,隐求,1,0.002328342918345014,-1,-1,唐
1597,昙翼,1,0.002328342918345014,-1,-1,唐
1598,荆州僧,1,0.002328342918345014,-1,-1,唐
1599,志定,1,0.002328342918345014,-1,-1,唐
1600,清远道士,1,0.002328342918345014,-1,-1,唐
1601,长孙镒,1,0.002328342918345014,-1,-1,唐
1602,隐者,1,0.002328342918345014,-1,-1,唐
1603,广陵道士,1,0.002328342918345014,-1,-1,唐
1604,黄冠野夫,1,0.002328342918345014,-1,-1,唐
1605,蜀酒阁道人,1,0.002328342918345014,-1,-1,唐
1606,章江书生,1,0.002328342918345014,-1,-1,唐
1607,玄幽,1,0.002328342918345014,-1,-1,唐
1608,尚志,1,0.002328342918345014,-1,-1,唐
1609,妙女,1,0.002328342918345014,-1,-1,唐
1610,戚逍遥,1,0.002328342918345014,-1,-1,唐
1611,吴彩鸾,1,0.002328342918345014,-1,-1,唐
1612,法轮,1,0.002328342918345014,-1,-1,唐
1613,南溟夫人,1,0.002328342918345014,-1,-1,唐
1614,吴清妻,1,0.002328342918345014,-1,-1,唐
1615,慈恩院女仙,1,0.002328342918345014,-1,-1,唐
1616,释彪,1,0.002328342918345014,-1,-1,唐
1617,青童,1,0.002328342918345014,-1,-1,唐
1618,观梅女仙,1,0.002328342918345014,-1,-1,唐
1619,林逢,1,0.002328342918345014,-1,-1,唐
1620,杨损,1,0.002328342918345014,-1,-1,唐
1621,王氏女,1,0.002328342918345014,-1,-1,唐
1622,毛女正美,1,0.002328342918345014,-1,-1,唐
1623,卫填,1,0.002328342918345014,-1,-1,唐
1624,桃花夫人,1,0.002328342918345014,-1,-1,唐
1625,张野人,1,0.002328342918345014,-1,-1,唐
1626,石严,1,0.002328342918345014,-1,-1,唐
1627,玄宝,1,0.002328342918345014,-1,-1,唐
1628,含曦,1,0.002328342918345014,-1,-1,唐
1629,沈青箱,1,0.002328342918345014,-1,-1,唐
1630,李花开,1,0.002328342918345014,-1,-1,唐
1631,张生妻,1,0.002328342918345014,-1,-1,唐
1632,少年,1,0.002328342918345014,-1,-1,唐
1633,孙长史女,1,0.002328342918345014,-1,-1,唐
1634,汉皓,1,0.002328342918345014,-1,-1,唐
1635,李豫,1,0.002328342918345014,-1,-1,唐
1636,道彦,1,0.002328342918345014,-1,-1,唐
1637,崔素娥,1,0.002328342918345014,-1,-1,唐
1638,邢凤,1,0.002328342918345014,-1,-1,唐
1639,石季武,1,0.002328342918345014,-1,-1,唐
1640,卢献卿,1,0.002328342918345014,-1,-1,唐
1641,刘景复,1,0.002328342918345014,-1,-1,唐
1642,郭仁表,1,0.002328342918345014,-1,-1,唐
1643,国邵南,1,0.002328342918345014,-1,-1,唐
1644,卢绛,1,0.002328342918345014,-1,-1,唐
1645,金可纪,1,0.002328342918345014,-1,-1,唐
1646,成真人,1,0.002328342918345014,-1,-1,唐
1647,崔紫云,1,0.002328342918345014,-1,-1,唐
1648,漳郡守,1,0.002328342918345014,-1,-1,唐
1649,秃帚,1,0.002328342918345014,-1,-1,唐
1650,严续姬,1,0.002328342918345014,-1,-1,唐
1651,破笛,1,0.002328342918345014,-1,-1,唐
1652,秾华,1,0.002328342918345014,-1,-1,唐
1653,金车美人,1,0.002328342918345014,-1,-1,唐
1654,魏朋妻,1,0.002328342918345014,-1,-1,唐
1655,刘氏亡妇,1,0.002328342918345014,-1,-1,唐
1656,襄阳妓,1,0.002328342918345014,-1,-1,唐
1657,舞柘枝女,1,0.002328342918345014,-1,-1,唐
1658,无名女鬼,1,0.002328342918345014,-1,-1,唐
1659,武昌妓,1,0.002328342918345014,-1,-1,唐
1660,太原妓,1,0.002328342918345014,-1,-1,唐
1661,铁铫,1,0.002328342918345014,-1,-1,唐
1662,张守中,1,0.002328342918345014,-1,-1,唐
1663,刘采春,1,0.002328342918345014,-1,-1,唐
1664,长须国驸马,1,0.002328342918345014,-1,-1,唐
1665,原陵老翁,1,0.002328342918345014,-1,-1,唐
1666,韦振,1,0.002328342918345014,-1,-1,唐
1667,李微,1,0.002328342918345014,-1,-1,唐
1668,柳藏经,1,0.002328342918345014,-1,-1,唐
1669,白氏,1,0.002328342918345014,-1,-1,唐
1670,张氏女,1,0.002328342918345014,-1,-1,唐
1671,陈上卿,1,0.002328342918345014,-1,-1,唐
1672,病狂人,1,0.002328342918345014,-1,-1,唐
1673,葛氏女,1,0.002328342918345014,-1,-1,唐
1674,刘氏妇,1,0.002328342918345014,-1,-1,唐
1675,刘元载妻,1,0.002328342918345014,-1,-1,唐
1676,长孙佐转妻,1,0.002328342918345014,-1,-1,唐
1677,徐彦若,1,0.002328342918345014,-1,901,晚唐
1678,崔立言,1,0.002328342918345014,-1,-1,唐
1679,赵虚舟,1,0.002328342918345014,-1,-1,唐
1680,姚嵘,1,0.002328342918345014,-1,-1,唐
1681,李日新,1,0.002328342918345014,-1,-1,唐
1682,柳逢,1,0.002328342918345014,-1,-1,唐
1683,黎瓘,1,0.002328342918345014,-1,-1,唐
1684,薛琼,1,0.002328342918345014,-1,-1,唐
1685,刘淑柔,1,0.002328342918345014,-1,-1,唐
1686,陆岩梦,1,0.002328342918345014,-1,-1,唐
1687,李都,1,0.002328342918345014,-1,-1,唐
1688,荆人,1,0.002328342918345014,-1,-1,唐
1689,冯道幕客,1,0.002328342918345014,-1,-1,唐
1690,李主簿姬,1,0.002328342918345014,-1,-1,唐
1691,京兆女子,1,0.002328342918345014,-1,-1,唐
1692,湘驿女子,1,0.002328342918345014,-1,-1,唐
1693,程洛宾,1,0.002328342918345014,-1,-1,唐
1694,周延翰,1,0.002328342918345014,-1,-1,唐
1695,任玠,1,0.002328342918345014,-1,-1,唐
1696,胥偃,1,0.002328342918345014,-1,-1,唐
1697,红绡妓,1,0.002328342918345014,-1,-1,唐
1698,金立之,1,0.002328342918345014,-1,-1,唐
1699,曾崇范妻,1,0.002328342918345014,-1,-1,唐
1700,高亭,1,0.002328342918345014,-1,-1,唐
1701,贺遂涉,1,0.002328342918345014,-1,-1,唐
1702,若耶溪女子,1,0.002328342918345014,-1,-1,唐
1703,曹文姬,1,0.002328342918345014,-1,-1,唐
1704,孔颙,1,0.002328342918345014,-1,-1,唐
1705,严震,1,0.002328342918345014,724,799,盛唐
1706,朱泽,1,0.002328342918345014,-1,-1,唐
1707,郑光业,1,0.002328342918345014,-1,-1,唐
1708,孙子多,1,0.002328342918345014,-1,-1,唐
1709,谁氏女,1,0.002328342918345014,-1,-1,唐
1710,楚儿,1,0.002328342918345014,-1,-1,唐
1711,王苏苏,1,0.002328342918345014,-1,-1,唐
1712,颜令宾,1,0.002328342918345014,-1,-1,唐
1713,宫嫔,1,0.002328342918345014,-1,-1,唐
1714,僧凤,1,0.002328342918345014,563,639,初唐
1715,辨才,1,0.002328342918345014,-1,-1,唐
1716,道恭,1,0.002328342918345014,-1,-1,唐
1717,王有初,1,0.002328342918345014,-1,-1,唐
1718,赵,1,0.002328342918345014,-1,-1,唐
1719,九华山白衣,1,0.002328342918345014,-1,-1,唐
1720,周存孺,1,0.002328342918345014,-1,-1,唐
1721,张牙,1,0.002328342918345014,-1,-1,唐
1722,田达诚宅鬼,1,0.002328342918345014,-1,-1,唐
1723,郑师冉,1,0.002328342918345014,-1,-1,唐
1724,章嶰,1,0.002328342918345014,-1,-1,唐
1725,长安中鬼,1,0.002328342918345014,-1,-1,唐
1726,隔窗鬼,1,0.002328342918345014,-1,-1,唐
1727,海顺,1,0.002328342918345014,589,618,初唐
1728,巴陵馆鬼,1,0.002328342918345014,-1,-1,唐
1729,陈素风,1,0.002328342918345014,-1,-1,唐
1730,徐侃,1,0.002328342918345014,-1,-1,唐
1731,利涉,1,0.002328342918345014,-1,-1,唐
1732,道会,1,0.002328342918345014,-1,-1,唐
1733,中寤,1,0.002328342918345014,-1,-1,唐
1734,唐枢,1,0.002328342918345014,-1,-1,唐
1735,崔行检,1,0.002328342918345014,-1,-1,唐
1736,襄阳举人,1,0.002328342918345014,-1,-1,唐
1737,河中鬼,1,0.002328342918345014,-1,-1,唐
1738,庞蕴,1,0.002328342918345014,-1,-1,唐
1739,萧微,1,0.002328342918345014,-1,-1,唐
1740,卢条,1,0.002328342918345014,-1,-1,唐
1741,温达,1,0.002328342918345014,-1,-1,唐
1742,张省躬,1,0.002328342918345014,-1,-1,唐
1743,宝月,1,0.002328342918345014,-1,-1,唐
1744,郑明,1,0.002328342918345014,-1,-1,唐
1745,商山三丈夫,1,0.002328342918345014,-1,-1,唐
1746,郑適,1,0.002328342918345014,-1,-1,唐
1747,甘露寺鬼,1,0.002328342918345014,-1,-1,唐
1748,金地藏,1,0.002328342918345014,705,803,盛唐
1749,理莹,1,0.002328342918345014,-1,-1,唐
1750,石恪,1,0.002328342918345014,-1,-1,唐
1751,商山客死生,1,0.002328342918345014,-1,-1,唐
1752,冢中人,1,0.002328342918345014,-1,-1,唐
1753,崇圣寺鬼,1,0.002328342918345014,-1,-1,唐
1754,萧旷,1,0.002328342918345014,-1,-1,唐
1755,苏替,1,0.002328342918345014,-1,-1,唐
1756,盛小丛,1,0.002328342918345014,-1,-1,唐
1757,王丽真,1,0.002328342918345014,-1,-1,唐
1758,客户里女子,1,0.002328342918345014,-1,-1,唐
1759,密陀僧,1,0.002328342918345014,-1,-1,唐
1760,甄后,1,0.002328342918345014,-1,-1,唐
1761,织绡女,1,0.002328342918345014,-1,-1,唐
1762,沙碛女子,1,0.002328342918345014,-1,-1,唐
1763,王氏妇,1,0.002328342918345014,-1,-1,唐
1764,平康妓,1,0.002328342918345014,-1,-1,唐
1765,陈宫妃嫔,1,0.002328342918345014,-1,-1,唐
1766,湘中女子,1,0.002328342918345014,-1,-1,唐
1767,安邑坊女,1,0.002328342918345014,-1,-1,唐
1768,韦检亡姬,1,0.002328342918345014,-1,-1,唐
1769,苏检妻,1,0.002328342918345014,-1,-1,唐
1770,苏检,1,0.002328342918345014,-1,903,晚唐
1771,李助,1,0.002328342918345014,-1,-1,唐
1772,郢展,1,0.002328342918345014,-1,-1,唐
1773,任彦思家鬼,1,0.002328342918345014,-1,-1,唐
1774,夷陵女郎,1,0.002328342918345014,-1,-1,唐
1775,峡中白衣,1,0.002328342918345014,-1,-1,唐
1776,张仁宝,1,0.002328342918345014,-1,-1,唐
1777,丰干,1,0.002328342918345014,-1,-1,唐
1778,拾得,1,0.002328342918345014,-1,-1,唐
1779,崔常侍,1,0.002328342918345014,-1,-1,唐
1780,海印,1,0.002328342918345014,-1,-1,唐
1781,朱均,1,0.002328342918345014,-1,-1,唐
1782,孔氏,1,0.002328342918345014,-1,-1,唐
1783,朴昂,1,0.002328342918345014,-1,-1,唐
1784,临淄县主,1,0.002328342918345014,-1,-1,唐
1785,曹戵,1,0.002328342918345014,-1,-1,唐
1786,傅温,1,0.002328342918345014,-1,-1,唐
1787,韩襄客,1,0.002328342918345014,-1,-1,唐
1788,莲花妓,1,0.002328342918345014,-1,-1,唐
1789,贺兰暹,1,0.002328342918345014,-1,-1,唐
1790,崔建,1,0.002328342918345014,-1,-1,唐
1791,沈徽,1,0.002328342918345014,-1,-1,唐
1792,李嵘,1,0.002328342918345014,-1,-1,唐
1793,豆卢回,1,0.002328342918345014,-1,-1,唐
1794,綦毋诚,1,0.002328342918345014,-1,-1,唐
1795,张惟俭,1,0.002328342918345014,-1,-1,唐
1796,李竦,1,0.002328342918345014,-1,788,中唐
1797,崔琮,1,0.002328342918345014,-1,-1,唐
1798,朱宿,1,0.002328342918345014,-1,-1,唐
1799,郑昈,1,0.002328342918345014,-1,-1,唐
1800,杜诵,1,0.002328342918345014,-1,-1,唐
1801,杨郇伯,1,0.002328342918345014,-1,-1,唐
1802,房孺复,1,0.002328342918345014,756,797,中唐
1803,郑孺华,1,0.002328342918345014,-1,-1,唐
1804,于结,1,0.002328342918345014,-1,-1,唐
1805,吕牧,1,0.002328342918345014,-1,-1,唐
1806,梁德裕,1,0.002328342918345014,-1,-1,唐
1807,张叔良,1,0.002328342918345014,-1,-1,唐
1808,潘炎,1,0.002328342918345014,-1,-1,唐
1809,王铤,1,0.002328342918345014,-1,-1,唐
1810,韦元甫,1,0.002328342918345014,-1,771,中唐
1811,李阳冰,1,0.002328342918345014,-1,-1,唐
1812,古之奇,1,0.002328342918345014,-1,-1,唐
1813,王绰,1,0.002328342918345014,-1,-1,唐
1814,窦蒙,1,0.002328342918345014,-1,-1,唐
1815,郭受,1,0.002328342918345014,-1,-1,唐
1816,崔成甫,1,0.002328342918345014,-1,-1,唐
1817,张莒,1,0.002328342918345014,-1,-1,唐
1818,史延,1,0.002328342918345014,-1,-1,唐
1819,韩濬,1,0.002328342918345014,-1,-1,唐
1820,郑辕,1,0.002328342918345014,-1,-1,唐
1821,夏侯审,1,0.002328342918345014,-1,-1,唐
1822,吉中孚,1,0.002328342918345014,-1,-1,唐
1823,沈回,1,0.002328342918345014,-1,-1,唐
1824,裴逵,1,0.002328342918345014,-1,-1,唐
1825,裴达,1,0.002328342918345014,-1,-1,唐
1826,张季略,1,0.002328342918345014,-1,-1,唐
1827,崔绩,1,0.002328342918345014,-1,-1,唐
1828,杨系,1,0.002328342918345014,-1,-1,唐
1829,元友直,1,0.002328342918345014,-1,-1,唐
1830,丁位,1,0.002328342918345014,-1,-1,唐
1831,张昔,1,0.002328342918345014,-1,-1,唐
1832,常沂,1,0.002328342918345014,-1,-1,唐
1833,张濛,1,0.002328342918345014,-1,-1,唐
1834,畅诸,1,0.002328342918345014,-1,-1,唐
1835,王储,1,0.002328342918345014,-1,-1,唐
1836,独孤授,1,0.002328342918345014,-1,-1,唐
1837,高拯,1,0.002328342918345014,-1,-1,唐
1838,周彻,1,0.002328342918345014,-1,-1,唐
1839,仲子陵,1,0.002328342918345014,-1,-1,唐
1840,独孤绶,1,0.002328342918345014,-1,-1,唐
1841,王濯,1,0.002328342918345014,-1,-1,唐
1842,崔宗之,1,0.002328342918345014,-1,-1,唐
1843,魏万,1,0.002328342918345014,-1,-1,唐
1844,李峰,1,0.002328342918345014,-1,-1,唐
1845,李岘,1,0.002328342918345014,709,766,盛唐
1846,殷少野,1,0.002328342918345014,-1,-1,唐
1847,郑愕,1,0.002328342918345014,-1,-1,唐
1848,姚发,1,0.002328342918345014,-1,-1,唐
1849,刘太冲,1,0.002328342918345014,-1,-1,唐
1850,元晟,1,0.002328342918345014,-1,-1,唐
1851,房白,1,0.002328342918345014,-1,-1,唐
1852,长孙铸,1,0.002328342918345014,-1,-1,唐
1853,刘舟,1,0.002328342918345014,-1,-1,唐
1854,贾邕,1,0.002328342918345014,-1,-1,唐
1855,许瑶,1,0.002328342918345014,-1,-1,唐
1856,朱逵,1,0.002328342918345014,-1,-1,唐
1857,鲁收,1,0.002328342918345014,-1,-1,唐
1858,窦冀,1,0.002328342918345014,-1,-1,唐
1859,王,1,0.002328342918345014,-1,-1,唐
1860,魏璀,1,0.002328342918345014,-1,-1,唐
1861,庄若讷,1,0.002328342918345014,-1,-1,唐
1862,李清,1,0.002328342918345014,-1,-1,唐
1863,杨贲,1,0.002328342918345014,-1,-1,唐
1864,王羡门,1,0.002328342918345014,-1,-1,唐
1865,孙欣,1,0.002328342918345014,-1,-1,唐
1866,张良璞,1,0.002328342918345014,-1,-1,唐
1867,邬载,1,0.002328342918345014,-1,-1,唐
1868,李穆,1,0.002328342918345014,-1,-1,唐
1869,陈孙,1,0.002328342918345014,-1,-1,唐
1870,王迥,1,0.002328342918345014,-1,-1,唐
1871,张偁,1,0.002328342918345014,-1,-1,唐
1872,段怀然,1,0.002328342918345014,-1,-1,唐
1873,元友让,1,0.002328342918345014,-1,-1,唐
1874,萧华,1,0.002328342918345014,-1,-1,唐
1875,赵居贞,1,0.002328342918345014,-1,-1,唐
1876,贾躭,1,0.002328342918345014,-1,-1,唐
1877,苗晋卿,1,0.002328342918345014,675,765,盛唐
1878,崔敏童,1,0.002328342918345014,-1,-1,唐
1879,崔惠童,1,0.002328342918345014,-1,-1,唐
1880,邹象先,1,0.002328342918345014,-1,-1,唐
1881,宋华,1,0.002328342918345014,-1,-1,唐
1882,息夫牧,1,0.002328342918345014,-1,-1,唐
1883,沈东美,1,0.002328342918345014,-1,-1,唐
1884,田澄,1,0.002328342918345014,-1,-1,唐
1885,韦济,1,0.002328342918345014,-1,-1,唐
1886,郑虔,1,0.002328342918345014,705,764,盛唐
1887,滕珦,1,0.002328342918345014,-1,-1,唐
1888,袁邕,1,0.002328342918345014,-1,-1,唐
1889,苏,1,0.002328342918345014,-1,-1,唐
1890,高傪,1,0.002328342918345014,-1,-1,唐
1891,敬括,1,0.002328342918345014,-1,771,中唐
1892,崔季卿,1,0.002328342918345014,-1,-1,唐
1893,于尹躬,1,0.002328342918345014,-1,-1,唐
1894,李子卿,1,0.002328342918345014,-1,-1,唐
1895,王损之,1,0.002328342918345014,-1,-1,唐
1896,李谅,1,0.002328342918345014,-1,833,中唐
1897,严休复,1,0.002328342918345014,-1,-1,唐
1898,繁知一,1,0.002328342918345014,-1,-1,唐
1899,张彤,1,0.002328342918345014,-1,-1,唐
1900,韦式,1,0.002328342918345014,-1,-1,唐
1901,张浑,1,0.002328342918345014,-1,-1,唐
1902,卢真,1,0.002328342918345014,-1,-1,唐
1903,郑据,1,0.002328342918345014,-1,-1,唐
1904,刘真,1,0.002328342918345014,-1,-1,唐
1905,吉皎,1,0.002328342918345014,-1,-1,唐
1906,胡杲,1,0.002328342918345014,-1,-1,唐
1907,樊宗师,1,0.002328342918345014,-1,-1,唐
1908,陈讽,1,0.002328342918345014,-1,-1,唐
1909,李行敏,1,0.002328342918345014,-1,-1,唐
1910,高弁,1,0.002328342918345014,-1,-1,唐
1911,李季何,1,0.002328342918345014,-1,-1,唐
1912,陈师穆,1,0.002328342918345014,-1,-1,唐
1913,李应,1,0.002328342918345014,-1,-1,唐
1914,庾承宣,1,0.002328342918345014,-1,835,中唐
1915,陆瀍,1,0.002328342918345014,-1,-1,唐
1916,崔恭,1,0.002328342918345014,-1,-1,唐
1917,万彤云,1,0.002328342918345014,-1,-1,唐
1918,封孟绅,1,0.002328342918345014,-1,-1,唐
1919,张弘靖,1,0.002328342918345014,760,824,中唐
1920,邵楚苌,1,0.002328342918345014,-1,-1,唐
1921,杨厚,1,0.002328342918345014,-1,-1,唐
1922,薛,1,0.002328342918345014,-1,-1,唐
1923,先汪,1,0.002328342918345014,-1,-1,唐
1924,张俨,1,0.002328342918345014,-1,-1,唐
1925,何元上,1,0.002328342918345014,-1,-1,唐
1926,段弘古,1,0.002328342918345014,-1,-1,唐
1927,张瀛,1,0.002328342918345014,-1,-1,唐
1928,张灿,1,0.002328342918345014,-1,-1,唐
1929,罗立言,1,0.002328342918345014,-1,835,中唐
1930,裴澄,1,0.002328342918345014,-1,-1,唐
1931,独孤良弼,1,0.002328342918345014,-1,-1,唐
1932,徐牧,1,0.002328342918345014,-1,-1,唐
1933,王公亮,1,0.002328342918345014,-1,-1,唐
1934,曹著,1,0.002328342918345014,-1,-1,唐
1935,李君何,1,0.002328342918345014,-1,-1,唐
1936,俞简,1,0.002328342918345014,-1,-1,唐
1937,胡直钧,1,0.002328342918345014,-1,-1,唐
1938,杜元颖,1,0.002328342918345014,769,832,中唐
1939,王鉴,1,0.002328342918345014,-1,-1,唐
1940,吴丹,1,0.002328342918345014,744,825,中唐
1941,郑俞,1,0.002328342918345014,-1,-1,唐
1942,韩察,1,0.002328342918345014,-1,-1,唐
1943,夏方庆,1,0.002328342918345014,-1,-1,唐
1944,贾弇,1,0.002328342918345014,-1,-1,唐
1945,卢群,1,0.002328342918345014,742,800,中唐
1946,何频瑜,1,0.002328342918345014,-1,-1,唐
1947,邵真,1,0.002328342918345014,-1,782,中唐
1948,韦执中,1,0.002328342918345014,-1,-1,唐
1949,罗珦,1,0.002328342918345014,-1,-1,唐
1950,高崇文,1,0.002328342918345014,746,809,中唐
1951,独孤良器,1,0.002328342918345014,-1,-1,唐
1952,谢勮,1,0.002328342918345014,-1,-1,唐
1953,薛戎,1,0.002328342918345014,-1,-1,唐
1954,羊滔,1,0.002328342918345014,-1,-1,唐
1955,李深,1,0.002328342918345014,-1,-1,唐
1956,范元凯,1,0.002328342918345014,-1,-1,唐
1957,李彦远,1,0.002328342918345014,-1,-1,唐
1958,朱彬,1,0.002328342918345014,-1,-1,唐
1959,崔瓘,1,0.002328342918345014,-1,770,中唐
1960,王观,1,0.002328342918345014,-1,-1,唐
1961,李夷简,1,0.002328342918345014,756,822,中唐
1962,韦同则,1,0.002328342918345014,-1,-1,唐
1963,郭郧,1,0.002328342918345014,-1,-1,唐
1964,陈元初,1,0.002328342918345014,-1,-1,唐
1965,杜奕,1,0.002328342918345014,-1,-1,唐
1966,沈仲昌,1,0.002328342918345014,-1,-1,唐
1967,骆浚,1,0.002328342918345014,-1,-1,唐
1968,王智兴,1,0.002328342918345014,758,836,中唐
1969,陈九流,1,0.002328342918345014,-1,-1,唐
1970,袁高,1,0.002328342918345014,-1,-1,唐
1971,柳道伦,1,0.002328342918345014,-1,-1,唐
1972,邵偃,1,0.002328342918345014,-1,-1,唐
1973,豆卢荣,1,0.002328342918345014,-1,-1,唐
1974,樊阳源,1,0.002328342918345014,-1,-1,唐
1975,韦纾,1,0.002328342918345014,-1,-1,唐
1976,刘遵古,1,0.002328342918345014,-1,834,中唐
1977,贾棱,1,0.002328342918345014,-1,-1,唐
1978,车缅,1,0.002328342918345014,-1,-1,唐
1979,李君房,1,0.002328342918345014,-1,-1,唐
1980,许尧佐,1,0.002328342918345014,-1,-1,唐
1981,李正辞,1,0.002328342918345014,-1,-1,唐
1982,陆复礼,1,0.002328342918345014,-1,-1,唐
1983,王履贞,1,0.002328342918345014,-1,-1,唐
1984,皇甫镛,1,0.002328342918345014,-1,-1,唐
1985,于敖,1,0.002328342918345014,765,830,中唐
1986,卢士政,1,0.002328342918345014,-1,-1,唐
1987,独孤实,1,0.002328342918345014,-1,-1,唐
1988,徐放,1,0.002328342918345014,-1,-1,唐
1989,张正一,1,0.002328342918345014,-1,-1,唐
1990,赵宗儒,1,0.002328342918345014,746,832,中唐
1991,张署,1,0.002328342918345014,-1,-1,唐
1992,常非月,1,0.002328342918345014,-1,-1,唐
1993,朱斌,1,0.002328342918345014,-1,-1,唐
1994,殷尧恭,1,0.002328342918345014,-1,-1,唐
1995,萧翼,1,0.002328342918345014,-1,-1,唐
1996,徐珩,1,0.002328342918345014,-1,-1,唐
1997,薛克构,1,0.002328342918345014,-1,-1,唐
1998,萧楚材,1,0.002328342918345014,-1,-1,唐
1999,郑义真,1,0.002328342918345014,-1,-1,唐
2000,王德真,1,0.002328342918345014,-1,-1,唐
2001,裴守真,1,0.002328342918345014,-1,-1,唐
2002,胡元范,1,0.002328342918345014,-1,-1,唐
2003,郭正一,1,0.002328342918345014,-1,689,初唐
2004,张大安,1,0.002328342918345014,-1,684,初唐
2005,阎立本,1,0.002328342918345014,-1,673,初唐
2006,薛元超,1,0.002328342918345014,622,683,初唐
2007,郑绍,1,0.002328342918345014,-1,-1,唐
2008,来济,1,0.002328342918345014,610,662,初唐
2009,毛明素,1,0.002328342918345014,-1,-1,唐
2010,张文收,1,0.002328342918345014,-1,-1,唐
2011,朱子奢,1,0.002328342918345014,-1,641,初唐
2012,王宏,1,0.002328342918345014,-1,-1,唐
2013,朱仲晦,1,0.002328342918345014,-1,-1,唐
2014,杜之松,1,0.002328342918345014,-1,-1,唐
2015,蔡允恭,1,0.002328342918345014,-1,-1,唐
2016,萧德言,1,0.002328342918345014,558,654,初唐
2017,杨濬,1,0.002328342918345014,-1,-1,唐
2018,贺遂亮,1,0.002328342918345014,-1,-1,唐
2019,韩思彦,1,0.002328342918345014,-1,-1,唐
2020,魏求己,1,0.002328342918345014,-1,-1,唐
2021,刘怀一,1,0.002328342918345014,-1,-1,唐
2022,郎馀令,1,0.002328342918345014,-1,-1,唐
2023,高绍,1,0.002328342918345014,-1,-1,唐
2024,徐皓,1,0.002328342918345014,-1,-1,唐
2025,王茂时,1,0.002328342918345014,-1,-1,唐
2026,周彦昭,1,0.002328342918345014,-1,-1,唐
2027,席元明,1,0.002328342918345014,-1,-1,唐
2028,唐远悊,1,0.002328342918345014,-1,-1,唐
